25,788,4.0
25,32,1.0
25,1473,1.0
25,291,5.0
25,2501,3.0
25,2404,1.0
25,1729,5.0
25,1842,5.0
25,500,3.0
25,1047,4.0
25,1866,5.0
25,1768,3.0
25,2170,5.0
25,630,4.0
25,2453,4.0
25,2134,1.0
25,326,4.0
25,395,5.0
25,1802,3.0
25,1624,2.0
25,2308,1.0
25,893,4.0
25,2072,2.0
25,66,4.0
25,1386,1.0
25,1330,3.0
25,524,3.0
25,367,4.0
25,895,3.0
25,535,4.0
25,1488,1.0
25,2410,3.0
25,1108,3.0
25,554,5.0
25,806,4.0
25,849,1.0
25,1062,3.0
25,1722,1.0
25,1989,2.0
33,1357,5.0
33,1864,4.0
33,1046,4.0
33,193,2.0
33,944,2.0
33,1519,5.0
33,1172,4.0
33,186,1.0
33,1756,5.0
33,1513,5.0
33,1920,5.0
33,1671,3.0
33,1249,4.0
33,563,4.0
33,319,2.0
33,1395,1.0
33,1897,5.0
33,265,5.0
33,261,5.0
33,34,4.0
33,435,3.0
33,2421,3.0
33,1473,1.0
33,924,5.0
33,197,4.0
33,2236,3.0
33,450,5.0
33,2498,5.0
33,2246,5.0
33,1700,4.0
33,1237,3.0
33,86,3.0
33,1991,5.0
33,1383,3.0
33,1135,5.0
33,1962,2.0
33,1036,3.0
33,2314,5.0
33,224,3.0
33,310,4.0
33,1387,2.0
33,2271,3.0
33,63,4.0
33,2527,1.0
33,573,4.0
33,2441,4.0
33,1246,2.0
33,1884,4.0
33,1829,4.0
33,1909,4.0
33,634,5.0
33,1879,3.0
33,26,3.0
33,1901,5.0
33,1939,4.0
33,616,3.0
33,250,5.0
33,1003,4.0
33,2567,5.0
33,1697,4.0
33,1073,4.0
33,551,4.0
33,2521,5.0
33,99,1.0
33,1497,5.0
33,1715,4.0
33,369,2.0
33,472,2.0
33,607,5.0
33,1041,5.0
33,1004,3.0
33,477,4.0
33,1570,3.0
33,2049,4.0
33,1960,1.0
33,2088,3.0
33,815,3.0
33,98,3.0
33,2326,4.0
33,1552,4.0
33,486,5.0
33,495,4.0
33,167,2.0
33,2274,5.0
33,1019,5.0
33,2550,4.0
33,687,5.0
33,2202,4.0
33,1386,1.0
33,1490,4.0
33,2560,4.0
33,669,5.0
33,949,5.0
33,1876,5.0
33,2554,5.0
33,1504,4.0
33,1537,4.0
33,64,3.0
33,680,4.0
33,705,4.0
33,2484,4.0
33,240,3.0
33,252,3.0
33,2473,2.0
33,2494,3.0
33,83,4.0
33,1774,3.0
33,2512,5.0
33,1753,4.0
33,512,5.0
33,1142,3.0
33,501,3.0
33,2132,4.0
33,505,3.0
33,2416,4.0
33,1488,3.0
33,1484,4.0
33,117,4.0
33,2431,4.0
33,1660,4.0
33,1059,3.0
33,922,3.0
33,2266,4.0
33,1844,4.0
33,554,4.0
33,2227,1.0
33,1731,5.0
33,1225,3.0
33,246,3.0
33,860,4.0
33,311,4.0
33,2237,4.0
33,1722,1.0
33,223,5.0
33,787,5.0
33,2021,4.0
33,116,5.0
33,1593,4.0
33,92,5.0
33,1804,3.0
33,1988,3.0
33,1694,4.0
33,1284,5.0
33,1210,5.0
33,2426,3.0
33,1444,4.0
18,2526,3.0
18,2383,4.0
18,408,3.0
18,1832,4.0
18,360,3.0
18,2499,3.0
18,196,4.0
18,652,1.0
18,1266,2.0
18,2193,3.0
18,2264,4.0
18,2297,3.0
18,401,2.0
18,727,2.0
18,2251,3.0
18,2382,4.0
18,1229,2.0
18,908,2.0
18,148,2.0
18,2013,3.0
18,1382,4.0
18,1816,2.0
18,480,4.0
18,2362,1.0
18,2279,4.0
18,1189,1.0
18,1473,1.0
18,271,4.0
18,434,2.0
18,1630,3.0
18,2444,1.0
18,1179,2.0
18,1428,2.0
18,2497,3.0
18,976,3.0
18,924,1.0
18,1434,2.0
18,1647,4.0
18,2098,1.0
18,2135,3.0
18,699,2.0
18,641,1.0
18,1678,3.0
18,798,3.0
18,2092,3.0
18,2482,4.0
18,1343,3.0
18,1150,2.0
18,1762,5.0
18,1018,3.0
18,1651,2.0
18,637,5.0
18,2150,3.0
18,1814,3.0
18,498,5.0
18,2396,3.0
18,1312,2.0
18,2372,4.0
18,191,1.0
18,978,2.0
18,42,3.0
18,2079,4.0
18,1418,2.0
18,1565,4.0
18,24,4.0
18,831,4.0
18,220,1.0
18,630,4.0
18,834,3.0
18,1935,2.0
18,1656,2.0
18,676,2.0
18,1240,5.0
18,443,4.0
18,1767,1.0
18,2447,1.0
18,979,2.0
18,1232,3.0
18,1012,3.0
18,1839,3.0
18,1677,4.0
18,1339,3.0
18,1825,5.0
18,51,5.0
18,1617,1.0
18,242,2.0
18,1000,3.0
18,154,3.0
18,927,4.0
18,21,1.0
18,983,2.0
18,2518,2.0
18,653,3.0
18,2217,4.0
18,1323,4.0
18,826,3.0
18,603,5.0
18,222,3.0
18,2173,5.0
18,1861,3.0
18,1069,1.0
18,1926,2.0
18,2224,1.0
18,1078,3.0
18,106,3.0
18,2005,4.0
18,2299,2.0
18,208,2.0
18,2386,3.0
18,527,2.0
18,1885,2.0
18,379,3.0
18,404,5.0
18,257,2.0
18,190,3.0
18,1386,1.0
18,77,3.0
18,1706,4.0
18,1226,4.0
18,1709,2.0
18,2359,3.0
18,1854,2.0
18,2087,4.0
18,686,3.0
18,1443,1.0
18,935,1.0
18,881,2.0
18,1160,3.0
18,1314,4.0
18,721,3.0
18,1611,4.0
18,2542,4.0
18,2572,3.0
18,2272,2.0
18,900,4.0
18,1356,4.0
18,1915,4.0
18,1659,2.0
18,1620,3.0
18,1272,1.0
18,109,3.0
18,300,3.0
18,2267,5.0
18,706,3.0
18,2116,3.0
18,1307,4.0
18,206,1.0
18,131,4.0
18,103,1.0
18,2455,2.0
18,1488,2.0
18,2148,1.0
18,1867,2.0
18,2110,2.0
18,957,5.0
18,543,2.0
18,2065,3.0
18,511,1.0
18,554,3.0
18,2566,3.0
18,2335,1.0
18,2047,3.0
18,644,3.0
18,1652,3.0
18,888,3.0
18,1970,3.0
18,2413,1.0
18,2052,2.0
18,657,4.0
18,114,2.0
18,1118,2.0
18,2120,4.0
18,731,3.0
18,95,3.0
18,2422,3.0
18,817,1.0
18,1787,5.0
18,909,2.0
18,963,3.0
18,1439,1.0
18,1233,2.0
18,2563,1.0
18,708,5.0
12,2502,2.0
12,813,1.0
12,334,1.0
12,1207,3.0
12,2000,5.0
12,1964,2.0
12,34,5.0
12,712,4.0
12,863,5.0
12,940,3.0
12,2260,1.0
12,636,1.0
12,825,1.0
12,251,3.0
12,1687,3.0
12,700,4.0
12,2380,1.0
12,714,1.0
12,1242,3.0
12,1626,3.0
12,630,4.0
12,1050,3.0
12,2138,3.0
12,1579,4.0
12,285,1.0
12,2008,1.0
12,2312,4.0
12,1025,1.0
12,1713,1.0
12,1069,2.0
12,2299,1.0
12,466,3.0
12,1386,1.0
12,1855,4.0
12,649,1.0
12,1689,2.0
12,2377,3.0
12,80,2.0
12,535,4.0
12,1488,1.0
12,2338,3.0
12,76,3.0
12,1103,1.0
12,874,3.0
12,2035,1.0
12,849,1.0
12,1940,4.0
12,2394,5.0
12,2319,3.0
12,2112,1.0
12,1772,5.0
12,761,1.0
9,1511,2.0
9,2146,3.0
9,1235,3.0
9,2160,1.0
9,10,1.0
9,982,2.0
9,1155,1.0
9,570,4.0
9,2043,1.0
9,176,2.0
9,2569,1.0
9,1139,2.0
9,1819,2.0
9,851,3.0
9,2486,1.0
9,1189,1.0
9,1466,1.0
9,1473,1.0
9,2530,2.0
9,1091,1.0
9,1084,1.0
9,1400,2.0
9,1631,2.0
9,2536,1.0
9,2351,1.0
9,1981,1.0
9,615,2.0
9,1888,2.0
9,2223,1.0
9,1547,3.0
9,630,2.0
9,1592,2.0
9,345,2.0
9,1198,2.0
9,584,1.0
9,1263,1.0
9,989,2.0
9,2031,1.0
9,328,2.0
9,762,2.0
9,956,2.0
9,495,2.0
9,1907,1.0
9,1123,2.0
9,2495,3.0
9,2353,1.0
9,1758,5.0
9,1377,4.0
9,1386,1.0
9,150,3.0
9,1252,2.0
9,2457,1.0
9,252,1.0
9,640,1.0
9,674,1.0
9,2459,2.0
9,1893,1.0
9,2564,1.0
9,535,2.0
9,1603,1.0
9,1710,1.0
9,743,2.0
9,1488,1.0
9,123,3.0
9,2507,3.0
9,2492,2.0
9,2082,1.0
9,2035,1.0
9,806,3.0
9,1191,2.0
9,1141,2.0
9,1845,1.0
9,1082,2.0
9,2,2.0
9,837,1.0
9,2505,2.0
9,1340,1.0
11,2502,2.0
11,1337,5.0
11,2313,3.0
11,1629,4.0
11,2269,5.0
11,1266,1.0
11,965,5.0
11,1670,3.0
11,2435,4.0
11,1035,4.0
11,1395,1.0
11,1980,5.0
11,2515,4.0
11,1716,4.0
11,1054,4.0
11,547,5.0
11,1852,4.0
11,308,2.0
11,145,4.0
11,384,4.0
11,732,3.0
11,1102,3.0
11,1273,4.0
11,508,1.0
11,1473,1.0
11,1017,3.0
11,2016,1.0
11,231,5.0
11,115,2.0
11,1690,1.0
11,1199,4.0
11,1657,3.0
11,1311,1.0
11,376,4.0
11,1598,1.0
11,541,3.0
11,1184,3.0
11,630,5.0
11,2544,5.0
11,1166,1.0
11,2278,1.0
11,1057,4.0
11,634,1.0
11,418,1.0
11,555,5.0
11,1545,1.0
11,1778,4.0
